samplingdate	covidcases_DEU	covidcases_DNK	coviddeaths_DEU	coviddeaths_DNK	CHindex_DEU	CHindex_DNK	Sindex_DEU	Sindex_DNK	movement_change_DEU	movement_change_DNK	stilled_users_change_DEU	stilled_users_change_DNK
2021-07-18	3741781.0	306100.0	91337.0	2542.0	73.21	53.94	67.59	43.16	0.0	0.15934	0.0	0.20725
2021-07-18	3741781.0	306100.0	91337.0	2542.0	73.21	53.94	67.59	43.16	0.27412	0.0	0.28796	0.0
2021-07-19	3745227.0	306944.0	91363.0	2542.0	73.21	53.89	67.59	43.08	0.08814	0.0	0.17214	0.0
2021-07-19	3745227.0	306944.0	91363.0	2542.0	73.21	53.89	67.59	43.08	0.0	0.0461	0.0	0.16207
2021-07-20	3746410.0	307764.0	91397.0	2542.0	73.21	53.83	67.59	42.99	0.0	0.05087	0.0	0.15315
2021-07-20	3746410.0	307764.0	91397.0	2542.0	73.21	53.83	67.59	42.99	0.06251	0.0	0.17275	0.0
2021-07-21	3748613.0	308615.0	91416.0	2542.0	73.21	53.78	67.59	42.9	0.06074	0.0	0.17171	0.0
2021-07-21	3748613.0	308615.0	91416.0	2542.0	73.21	53.78	67.59	42.9	0.0	0.03505	0.0	0.15698
2021-07-22	3750503.0	309420.0	91458.0	2542.0	73.21	53.72	67.59	42.82	0.0	0.01376	0.0	0.15045
2021-07-22	3750503.0	309420.0	91458.0	2542.0	73.21	53.72	67.59	42.82	0.00065	0.0	0.17615	0.0
2021-07-23	3752592.0	310127.0	91492.0	2542.0	73.21	53.68	67.59	42.75	0.0	-0.0875	0.0	0.16068
2021-07-23	3752592.0	310127.0	91492.0	2542.0	73.21	53.68	67.59	42.75	-0.09074	0.0	0.18737	0.0
2021-07-24	3752592.0	310876.0	91492.0	2542.0	73.21	53.66	67.59	42.72	0.0	0.05383	0.0	0.19041
2021-07-24	3752592.0	310876.0	91492.0	2542.0	73.21	53.66	67.59	42.72	-0.08054	0.0	0.23365	0.0
2021-07-25	3752592.0	311520.0	91492.0	2542.0	73.21	53.62	67.59	42.67	0.0	0.00773	0.0	0.22266
2021-07-25	3752592.0	311520.0	91492.0	2542.0	73.21	53.62	67.59	42.67	-0.03887	0.0	0.3373	0.0
2021-07-26	3756856.0	312292.0	91527.0	2543.0	73.21	53.58	67.59	42.6	0.0	-0.12177	0.0	0.1805
2021-07-26	3756856.0	312292.0	91527.0	2543.0	73.21	53.58	67.59	42.6	-0.17974	0.0	0.2081	0.0
2021-07-27	3758401.0	312851.0	91565.0	2546.0	73.21	53.54	67.59	42.53	-0.18399	0.0	0.20548	0.0
2021-07-27	3758401.0	312851.0	91565.0	2546.0	73.21	53.54	67.59	42.53	0.0	-0.14046	0.0	0.18792
2021-07-28	3761169.0	314135.0	91586.0	2547.0	73.21	53.49	67.59	42.46	-0.21391	0.0	0.20998	0.0
2021-07-28	3761169.0	314135.0	91586.0	2547.0	73.21	53.49	67.59	42.46	0.0	-0.1465	0.0	0.17692
2021-07-29	3764311.0	314983.0	91607.0	2548.0	73.21	53.45	67.59	42.4	-0.17913	0.0	0.19866	0.0
2021-07-29	3764311.0	314983.0	91607.0	2548.0	73.21	53.45	67.59	42.4	0.0	-0.17231	0.0	0.18809
2021-07-30	3766765.0	316068.0	91637.0	2548.0	73.21	53.42	67.59	42.35	-0.06421	0.0	0.17654	0.0
2021-07-30	3766765.0	316068.0	91637.0	2548.0	73.21	53.42	67.59	42.35	0.0	-0.12267	0.0	0.16523
2021-07-31	3766765.0	316807.0	91637.0	2549.0	73.21	56.97	67.59	39.54	0.05909	0.0	0.22434	0.0
2021-07-31	3766765.0	316807.0	91637.0	2549.0	73.21	56.97	67.59	39.54	0.0	0.07798	0.0	0.19439
2021-08-01	3766765.0	317700.0	91637.0	2549.0	71.43	56.95	64.81	39.51	0.0	0.10266	0.0	0.21529
2021-08-01	3766765.0	317700.0	91637.0	2549.0	71.43	56.95	64.81	39.51	0.16143	0.0	0.33175	0.0
2021-08-02	3772109.0	318485.0	91660.0	2550.0	71.43	56.91	64.81	39.45	0.04169	0.0	0.18751	0.0
2021-08-02	3772109.0	318485.0	91660.0	2550.0	71.43	56.91	64.81	39.45	0.0	0.01594	0.0	0.16007
2021-08-03	3773875.0	319295.0	91679.0	2550.0	67.86	56.86	59.26	39.38	0.03787	0.0	0.18633	0.0
2021-08-03	3773875.0	319295.0	91679.0	2550.0	67.86	56.86	59.26	39.38	0.0	0.01637	0.0	0.15595
2021-08-04	3777446.0	320222.0	91704.0	2550.0	67.86	56.82	59.26	39.31	0.02553	0.0	0.18724	0.0
2021-08-04	3777446.0	320222.0	91704.0	2550.0	67.86	56.82	59.26	39.31	0.0	0.04711	0.0	0.14548
2021-08-05	3780985.0	321154.0	91730.0	2552.0	67.86	56.78	59.26	39.25	-0.00995	0.0	0.18813	0.0
2021-08-05	3780985.0	321154.0	91730.0	2552.0	67.86	56.78	59.26	39.25	0.0	0.04229	0.0	0.13905
2021-08-06	3784433.0	322019.0	91754.0	2552.0	67.86	56.74	59.26	39.18	0.0	0.00315	0.0	0.1424
2021-08-06	3784433.0	322019.0	91754.0	2552.0	67.86	56.74	59.26	39.18	-0.01759	0.0	0.19308	0.0
2021-08-07	3784433.0	322965.0	91754.0	2552.0	67.86	56.71	59.26	39.14	0.09317	0.0	0.21941	0.0
2021-08-07	3784433.0	322965.0	91754.0	2552.0	67.86	56.71	59.26	39.14	0.0	0.08571	0.0	0.19169
2021-08-08	3784433.0	323786.0	91754.0	2552.0	67.86	56.68	59.26	39.09	0.0	0.13717	0.0	0.21068
2021-08-08	3784433.0	323786.0	91754.0	2552.0	67.86	56.68	59.26	39.09	0.1793	0.0	0.32931	0.0
2021-08-09	3791949.0	324721.0	91784.0	2552.0	67.86	56.62	59.26	39.0	0.0	0.02932	0.0	0.15527
2021-08-09	3791949.0	324721.0	91784.0	2552.0	67.86	56.62	59.26	39.0	0.03396	0.0	0.19457	0.0
2021-08-10	3794429.0	325725.0	91803.0	2554.0	67.86	56.57	59.26	38.91	0.00976	0.0	0.19837	0.0
2021-08-10	3794429.0	325725.0	91803.0	2554.0	67.86	56.57	59.26	38.91	0.0	0.0352	0.0	0.14991
2021-08-11	3799425.0	326887.0	91817.0	2554.0	67.86	56.51	59.26	38.82	0.02693	0.0	0.18811	0.0
2021-08-11	3799425.0	326887.0	91817.0	2554.0	67.86	56.51	59.26	38.82	0.0	0.06343	0.0	0.13632
2021-08-12	3805063.0	327972.0	91834.0	2555.0	67.86	56.46	59.26	38.75	0.03277	0.0	0.17836	0.0
2021-08-12	3805063.0	327972.0	91834.0	2555.0	67.86	56.46	59.26	38.75	0.0	0.07888	0.0	0.13001
2021-08-13	3810641.0	329010.0	91853.0	2558.0	67.86	56.41	59.26	38.67	0.02152	0.0	0.17796	0.0
2021-08-13	3810641.0	329010.0	91853.0	2558.0	67.86	56.41	59.26	38.67	0.0	0.04078	0.0	0.13309
2021-08-14	3810641.0	329927.0	91853.0	2559.0	67.86	56.38	59.26	38.62	0.1367	0.0	0.20876	0.0
2021-08-14	3810641.0	329927.0	91853.0	2559.0	67.86	56.38	59.26	38.62	0.0	0.14842	0.0	0.1795
2021-08-15	3810641.0	330777.0	91853.0	2560.0	67.86	56.34	59.26	38.56	0.30129	0.0	0.29633	0.0
2021-08-15	3810641.0	330777.0	91853.0	2560.0	67.86	56.34	59.26	38.56	0.0	0.15715	0.0	0.20051
2021-08-16	3823139.0	331736.0	91871.0	2560.0	67.86	56.29	59.26	38.49	0.02622	0.0	0.20088	0.0
2021-08-16	3823139.0	331736.0	91871.0	2560.0	67.86	56.29	59.26	38.49	0.0	0.05667	0.0	0.15041
2021-08-17	3827051.0	332622.0	91899.0	2562.0	67.86	56.25	59.26	38.43	-0.00054	0.0	0.20016	0.0
2021-08-17	3827051.0	332622.0	91899.0	2562.0	67.86	56.25	59.26	38.43	0.0	0.01685	0.0	0.16717
2021-08-18	3835375.0	333815.0	91921.0	2562.0	67.86	56.22	59.26	38.37	0.0	0.04235	0.0	0.14553
2021-08-18	3835375.0	333815.0	91921.0	2562.0	67.86	56.22	59.26	38.37	-0.00232	0.0	0.19597	0.0
2021-08-19	3843775.0	334799.0	91943.0	2562.0	67.86	56.19	59.26	38.33	-0.01962	0.0	0.19284	0.0
2021-08-19	3843775.0	334799.0	91943.0	2562.0	67.86	56.19	59.26	38.33	0.0	0.05316	0.0	0.13443
2021-08-20	3853055.0	335722.0	91956.0	2563.0	66.07	56.16	56.48	38.29	-0.01497	0.0	0.18181	0.0
2021-08-20	3853055.0	335722.0	91956.0	2563.0	66.07	56.16	56.48	38.29	0.0	0.04496	0.0	0.12899
2021-08-21	3853055.0	336746.0	91956.0	2564.0	66.07	56.14	56.48	38.26	0.0	0.15763	0.0	0.16968
2021-08-21	3853055.0	336746.0	91956.0	2564.0	66.07	56.14	56.48	38.26	0.09317	0.0	0.21422	0.0
2021-08-22	3853055.0	337466.0	91956.0	2566.0	66.07	56.13	56.48	38.23	0.09379	0.0	0.34923	0.0
2021-08-22	3853055.0	337466.0	91956.0	2566.0	66.07	56.13	56.48	38.23	0.0	0.22094	0.0	0.19023
2021-08-23	3871865.0	338240.0	91980.0	2567.0	58.53	56.1	44.76	38.18	0.0372	0.0	0.18638	0.0
2021-08-23	3871865.0	338240.0	91980.0	2567.0	58.53	56.1	44.76	38.18	0.0	0.08804	0.0	0.13759
2021-08-24	3877612.0	339580.0	92022.0	2568.0	58.49	56.07	44.69	38.14	0.0	0.08599	0.0	0.13396
2021-08-24	3877612.0	339580.0	92022.0	2568.0	58.49	56.07	44.69	38.14	0.04065	0.0	0.17942	0.0
2021-08-25	3889173.0	340567.0	92061.0	2571.0	58.44	56.05	44.61	38.11	0.0	0.03816	0.0	0.14652
2021-08-25	3889173.0	340567.0	92061.0	2571.0	58.44	56.05	44.61	38.11	0.01602	0.0	0.18717	0.0
2021-08-26	3901799.0	341549.0	92082.0	2573.0	58.4	56.03	44.55	38.08	0.0	0.04638	0.0	0.14262
2021-08-26	3901799.0	341549.0	92082.0	2573.0	58.4	56.03	44.55	38.08	-0.00545	0.0	0.18704	0.0
2021-08-27	3913828.0	342474.0	92096.0	2576.0	58.37	56.01	44.5	38.05	0.0	-0.00125	0.0	0.14252
2021-08-27	3913828.0	342474.0	92096.0	2576.0	58.37	56.01	44.5	38.05	-0.02987	0.0	0.19074	0.0
2021-08-28	3913828.0	343351.0	92096.0	2577.0	57.88	56.0	43.74	38.03	0.02321	0.0	0.23461	0.0
2021-08-28	3913828.0	343351.0	92096.0	2577.0	57.88	56.0	43.74	38.03	0.0	0.0376	0.0	0.20754
2021-08-29	3913828.0	344088.0	92096.0	2580.0	57.87	55.99	43.73	38.01	0.0	0.09326	0.0	0.21299
2021-08-29	3913828.0	344088.0	92096.0	2580.0	57.87	55.99	43.73	38.01	0.06673	0.0	0.36413	0.0
2021-08-30	3937106.0	344850.0	92140.0	2580.0	57.85	55.96	43.69	37.98	0.0	0.07243	0.0	0.13982
2021-08-30	3937106.0	344850.0	92140.0	2580.0	57.85	55.96	43.69	37.98	0.0327	0.0	0.18415	0.0
2021-08-31	3942856.0	345693.0	92200.0	2584.0	57.82	55.95	43.65	37.95	0.0	0.11104	0.0	0.13009
2021-08-31	3942856.0	345693.0	92200.0	2584.0	57.82	55.95	43.65	37.95	0.06178	0.0	0.16968	0.0
2021-09-01	3956387.0	346518.0	92223.0	2584.0	57.78	49.98	43.59	28.68	0.06923	0.0	0.16759	0.0
2021-09-01	3956387.0	346518.0	92223.0	2584.0	57.78	49.98	43.59	28.68	0.0	0.11731	0.0	0.1266
2021-09-02	3970102.0	347212.0	92256.0	2584.0	57.75	49.97	43.54	28.66	0.0	0.10826	0.0	0.12279
2021-09-02	3970102.0	347212.0	92256.0	2584.0	57.75	49.97	43.54	28.66	0.04515	0.0	0.16134	0.0
2021-09-03	3984353.0	347909.0	92301.0	2587.0	57.72	49.96	43.5	28.65	0.0	0.05403	0.0	0.12304
2021-09-03	3984353.0	347909.0	92301.0	2587.0	57.72	49.96	43.5	28.65	0.04333	0.0	0.16124	0.0
2021-09-04	3984353.0	348347.0	92301.0	2590.0	57.71	49.95	43.49	28.63	0.0	0.19044	0.0	0.15922
2021-09-04	3984353.0	348347.0	92301.0	2590.0	57.71	49.95	43.49	28.63	0.10893	0.0	0.1997	0.0
2021-09-05	3984353.0	348979.0	92301.0	2590.0	57.71	49.94	43.48	28.63	0.0	0.18212	0.0	0.18936
2021-09-05	3984353.0	348979.0	92301.0	2590.0	57.71	49.94	43.48	28.63	0.28514	0.0	0.29342	0.0
2021-09-06	4010390.0	349440.0	92354.0	2592.0	57.69	49.94	43.45	28.61	0.0	0.06546	0.0	0.1388
2021-09-06	4010390.0	349440.0	92354.0	2592.0	57.69	49.94	43.45	28.61	0.07687	0.0	0.1709	0.0
2021-09-07	4017116.0	349891.0	92413.0	2594.0	57.66	49.93	43.41	28.6	0.0	0.08222	0.0	0.13075
2021-09-07	4017116.0	349891.0	92413.0	2594.0	57.66	49.93	43.41	28.6	0.06718	0.0	0.16868	0.0
2021-09-08	4030681.0	350405.0	92448.0	2599.0	57.63	49.92	43.36	28.59	0.0	0.07981	0.0	0.1352
2021-09-08	4030681.0	350405.0	92448.0	2599.0	57.63	49.92	43.36	28.59	0.06177	0.0	0.16675	0.0
2021-09-09	4046112.0	350996.0	92498.0	2604.0	57.6	49.91	43.32	28.58	0.0	0.07061	0.0	0.12594
2021-09-09	4046112.0	350996.0	92498.0	2604.0	57.6	49.91	43.32	28.58	0.05091	0.0	0.16191	0.0
2021-09-10	4059081.0	351553.0	92553.0	2608.0	57.58	45.32	43.28	21.42	0.0	0.04746	0.0	0.123
2021-09-10	4059081.0	351553.0	92553.0	2608.0	57.58	45.32	43.28	21.42	0.01205	0.0	0.17188	0.0
2021-09-11	4059081.0	351939.0	92553.0	2611.0	54.0	44.64	37.7	20.37	0.05118	0.0	0.22123	0.0
2021-09-11	4059081.0	351939.0	92553.0	2611.0	54.0	44.64	37.7	20.37	0.0	0.11567	0.0	0.17964
2021-09-12	4059081.0	352373.0	92553.0	2611.0	53.99	44.64	37.69	20.37	0.19141	0.0	0.30217	0.0
2021-09-12	4059081.0	352373.0	92553.0	2611.0	53.99	44.64	37.69	20.37	0.0	0.1322	0.0	0.20707
2021-09-13	4083151.0	352636.0	92618.0	2614.0	53.97	44.64	37.66	20.37	0.06377	0.0	0.17167	0.0
2021-09-13	4083151.0	352636.0	92618.0	2614.0	53.97	44.64	37.66	20.37	0.0	0.06408	0.0	0.13809
2021-09-14	4089476.0	353061.0	92686.0	2614.0	53.95	44.64	37.62	20.37	0.06356	0.0	0.16647	0.0
2021-09-14	4089476.0	353061.0	92686.0	2614.0	53.95	44.64	37.62	20.37	0.0	0.05981	0.0	0.13545
2021-09-15	4101931.0	353431.0	92769.0	2617.0	53.91	44.64	37.57	20.37	0.02353	0.0	0.18402	0.0
2021-09-15	4101931.0	353431.0	92769.0	2617.0	53.91	44.64	37.57	20.37	0.0	0.04423	0.0	0.14162
2021-09-16	4114856.0	353744.0	92837.0	2619.0	53.88	44.64	37.52	20.37	0.02981	0.0	0.17349	0.0
2021-09-16	4114856.0	353744.0	92837.0	2619.0	53.88	44.64	37.52	20.37	0.0	0.04295	0.0	0.13791
2021-09-17	4125878.0	354068.0	92857.0	2622.0	53.86	44.64	37.48	20.37	0.0	0.02087	0.0	0.13105
2021-09-17	4125878.0	354068.0	92857.0	2622.0	53.86	44.64	37.48	20.37	0.02306	0.0	0.16908	0.0
2021-09-18	4125878.0	354393.0	92857.0	2625.0	53.85	44.64	37.46	20.37	0.0	0.10231	0.0	0.18185
2021-09-18	4125878.0	354393.0	92857.0	2625.0	53.85	44.64	37.46	20.37	0.06799	0.0	0.21767	0.0
2021-09-19	4125878.0	354645.0	92857.0	2628.0	53.84	44.64	37.45	20.37	0.16047	0.0	0.32969	0.0
2021-09-19	4125878.0	354645.0	92857.0	2628.0	53.84	44.64	37.45	20.37	0.0	0.11998	0.0	0.20826
2021-09-20	4145852.0	354913.0	92971.0	2630.0	53.82	44.64	37.42	20.37	0.05153	0.0	0.17818	0.0
2021-09-20	4145852.0	354913.0	92971.0	2630.0	53.82	44.64	37.42	20.37	0.0	0.06232	0.0	0.13517
2021-09-21	4150516.0	355257.0	93052.0	2633.0	53.46	44.64	36.87	20.37	0.0	0.02067	0.0	0.14945
2021-09-21	4150516.0	355257.0	93052.0	2633.0	53.46	44.64	36.87	20.37	0.04121	0.0	0.17667	0.0
2021-09-22	4160970.0	355603.0	93123.0	2634.0	53.44	44.64	36.82	20.37	0.03068	0.0	0.1756	0.0
2021-09-22	4160970.0	355603.0	93123.0	2634.0	53.44	44.64	36.82	20.37	0.0	0.05755	0.0	0.13112
2021-09-23	4171666.0	355944.0	93238.0	2638.0	53.41	44.64	36.78	20.37	0.00373	0.0	0.17903	0.0
2021-09-23	4171666.0	355944.0	93238.0	2638.0	53.41	44.64	36.78	20.37	0.0	0.00211	0.0	0.15392
2021-09-24	4181393.0	356326.0	93303.0	2640.0	53.38	44.64	36.74	20.37	0.00183	0.0	0.17628	0.0
2021-09-24	4181393.0	356326.0	93303.0	2640.0	53.38	44.64	36.74	20.37	0.0	-0.01888	0.0	0.1396
2021-09-25	4181393.0	356684.0	93303.0	2640.0	53.37	44.64	36.73	20.37	0.037	0.0	0.22064	0.0
2021-09-25	4181393.0	356684.0	93303.0	2640.0	53.37	44.64	36.73	20.37	0.0	0.08329	0.0	0.18413
2021-09-26	4181393.0	357037.0	93303.0	2642.0	53.37	44.64	36.71	20.37	0.0	0.10465	0.0	0.21146
2021-09-26	4181393.0	357037.0	93303.0	2642.0	53.37	44.64	36.71	20.37	0.23832	0.0	0.28053	0.0
2021-09-27	4199400.0	357370.0	93403.0	2646.0	53.35	44.64	36.69	20.37	0.0	0.02532	0.0	0.15094
2021-09-27	4199400.0	357370.0	93403.0	2646.0	53.35	44.64	36.69	20.37	0.03788	0.0	0.18062	0.0
2021-09-28	4203571.0	357827.0	93504.0	2652.0	53.33	42.86	36.65	20.37	0.0	0.03686	0.0	0.14251
2021-09-28	4203571.0	357827.0	93504.0	2652.0	53.33	42.86	36.65	20.37	0.04446	0.0	0.1751	0.0
2021-09-29	4215351.0	358369.0	93571.0	2654.0	53.3	42.86	36.61	20.37	0.01881	0.0	0.18601	0.0
2021-09-29	4215351.0	358369.0	93571.0	2654.0	53.3	42.86	36.61	20.37	0.0	0.01783	0.0	0.14657
2021-09-30	4227501.0	358796.0	93638.0	2656.0	53.28	42.86	36.57	20.37	0.04249	0.0	0.16956	0.0
2021-09-30	4227501.0	358796.0	93638.0	2656.0	53.28	42.86	36.57	20.37	0.0	0.04208	0.0	0.14111
2021-10-01	4237619.0	359237.0	93711.0	2659.0	52.63	42.86	35.57	20.37	0.0	0.01505	0.0	0.13278
2021-10-01	4237619.0	359237.0	93711.0	2659.0	52.63	42.86	35.57	20.37	0.04121	0.0	0.16681	0.0
2021-10-02	4237619.0	359663.0	93711.0	2663.0	52.62	42.86	35.56	20.37	0.05894	0.0	0.21938	0.0
2021-10-02	4237619.0	359663.0	93711.0	2663.0	52.62	42.86	35.56	20.37	0.0	0.07469	0.0	0.1898
2021-10-03	4237619.0	360031.0	93711.0	2663.0	52.62	42.86	35.56	20.37	0.05083	0.0	0.35836	0.0
2021-10-03	4237619.0	360031.0	93711.0	2663.0	52.62	42.86	35.56	20.37	0.0	0.04657	0.0	0.22672
2021-10-04	4255388.0	360411.0	93793.0	2664.0	52.61	42.86	35.55	20.37	0.05854	0.0	0.17594	0.0
2021-10-04	4255388.0	360411.0	93793.0	2664.0	52.61	42.86	35.55	20.37	0.0	0.02711	0.0	0.14101
2021-10-05	4260187.0	360888.0	93883.0	2664.0	52.6	42.86	35.52	20.37	0.0	0.00041	0.0	0.15448
2021-10-05	4260187.0	360888.0	93883.0	2664.0	52.6	42.86	35.52	20.37	0.03766	0.0	0.17877	0.0
2021-10-06	4271734.0	361461.0	93959.0	2665.0	52.58	42.86	35.49	20.37	0.02168	0.0	0.18184	0.0
2021-10-06	4271734.0	361461.0	93959.0	2665.0	52.58	42.86	35.49	20.37	0.0	0.029	0.0	0.13765
2021-10-07	4283378.0	362068.0	94027.0	2668.0	52.56	42.86	35.46	20.37	0.0	0.03742	0.0	0.13237
2021-10-07	4283378.0	362068.0	94027.0	2668.0	52.56	42.86	35.46	20.37	0.02594	0.0	0.17087	0.0
2021-10-08	4293807.0	362738.0	94113.0	2669.0	52.54	42.86	35.44	20.37	0.02178	0.0	0.16948	0.0
2021-10-08	4293807.0	362738.0	94113.0	2669.0	52.54	42.86	35.44	20.37	0.0	-0.0092	0.0	0.134
2021-10-09	4293807.0	363356.0	94113.0	2669.0	52.54	42.86	35.43	20.37	0.0	0.07464	0.0	0.18499
2021-10-09	4293807.0	363356.0	94113.0	2669.0	52.54	42.86	35.43	20.37	0.07086	0.0	0.21457	0.0
2021-10-10	4293807.0	363900.0	94113.0	2669.0	48.97	42.86	29.88	20.37	0.17597	0.0	0.32048	0.0
2021-10-10	4293807.0	363900.0	94113.0	2669.0	48.97	42.86	29.88	20.37	0.0	0.05974	0.0	0.22291
2021-10-11	4313384.0	364464.0	94209.0	2671.0	48.96	42.86	29.87	20.37	0.03958	0.0	0.18383	0.0
2021-10-11	4313384.0	364464.0	94209.0	2671.0	48.96	42.86	29.87	20.37	0.0	0.02299	0.0	0.14782
2021-10-12	4318355.0	365051.0	94297.0	2674.0	48.94	42.86	29.84	20.37	0.02561	0.0	0.18427	0.0
2021-10-12	4318355.0	365051.0	94297.0	2674.0	48.94	42.86	29.84	20.37	0.0	0.03545	0.0	0.14266
2021-10-13	4330258.0	365840.0	94389.0	2674.0	48.93	42.86	29.81	20.37	0.00621	0.0	0.18535	0.0
2021-10-13	4330258.0	365840.0	94389.0	2674.0	48.93	42.86	29.81	20.37	0.0	0.03919	0.0	0.14159
2021-10-14	4342640.0	366607.0	94461.0	2676.0	48.91	42.86	29.78	20.37	-0.00097	0.0	0.18222	0.0
2021-10-14	4342640.0	366607.0	94461.0	2676.0	48.91	42.86	29.78	20.37	0.0	0.00401	0.0	0.14663
2021-10-15	4354158.0	367307.0	94526.0	2679.0	48.9	42.86	29.77	20.37	0.01203	0.0	0.17939	0.0
2021-10-15	4354158.0	367307.0	94526.0	2679.0	48.9	42.86	29.77	20.37	0.0	-0.00174	0.0	0.14269
2021-10-16	4354158.0	368060.0	94526.0	2680.0	48.89	42.86	29.76	20.37	0.0	0.07702	0.0	0.1918
2021-10-16	4354158.0	368060.0	94526.0	2680.0	48.89	42.86	29.76	20.37	0.05572	0.0	0.22865	0.0
2021-10-17	4354158.0	368651.0	94526.0	2685.0	48.89	42.86	29.76	20.37	0.0	0.02325	0.0	0.22645
2021-10-17	4354158.0	368651.0	94526.0	2685.0	48.89	42.86	29.76	20.37	0.08224	0.0	0.35205	0.0
2021-10-18	4377845.0	369403.0	94628.0	2688.0	48.88	42.86	29.75	20.37	0.03467	0.0	0.18815	0.0
2021-10-18	4377845.0	369403.0	94628.0	2688.0	48.88	42.86	29.75	20.37	0.0	-0.03516	0.0	0.17535
2021-10-19	4384616.0	370159.0	94716.0	2690.0	48.87	42.86	29.72	20.37	0.0	-0.02717	0.0	0.16414
2021-10-19	4384616.0	370159.0	94716.0	2690.0	48.87	42.86	29.72	20.37	0.00294	0.0	0.19746	0.0
2021-10-20	4401631.0	371286.0	94808.0	2694.0	48.85	42.86	29.7	20.37	-0.00219	0.0	0.19911	0.0
2021-10-20	4401631.0	371286.0	94808.0	2694.0	48.85	42.86	29.7	20.37	0.0	-0.05146	0.0	0.1792
2021-10-21	4417708.0	372533.0	94875.0	2696.0	48.83	42.86	29.67	20.37	-0.05796	0.0	0.2188	0.0
2021-10-21	4417708.0	372533.0	94875.0	2696.0	48.83	42.86	29.67	20.37	0.0	-0.07478	0.0	0.17792
2021-10-22	4437280.0	373803.0	94991.0	2696.0	48.82	42.86	29.65	20.37	0.0	-0.07636	0.0	0.16422
2021-10-22	4437280.0	373803.0	94991.0	2696.0	48.82	42.86	29.65	20.37	-0.05965	0.0	0.20528	0.0
2021-10-23	4437280.0	375065.0	94991.0	2697.0	48.82	42.86	29.65	20.37	0.0	0.06468	0.0	0.19572
2021-10-23	4437280.0	375065.0	94991.0	2697.0	48.82	42.86	29.65	20.37	0.0145	0.0	0.23351	0.0
2021-10-24	4437280.0	376414.0	94991.0	2699.0	48.82	42.86	29.65	20.37	0.13115	0.0	0.33571	0.0
2021-10-24	4437280.0	376414.0	94991.0	2699.0	48.82	42.86	29.65	20.37	0.0	0.04028	0.0	0.23073
2021-10-25	4472730.0	377825.0	95117.0	2699.0	48.81	42.86	29.64	20.37	0.00459	0.0	0.19704	0.0
2021-10-25	4472730.0	377825.0	95117.0	2699.0	48.81	42.86	29.64	20.37	0.0	0.01609	0.0	0.14765
2021-10-26	4483203.0	379078.0	95245.0	2703.0	48.8	42.86	29.61	20.37	0.0	0.01951	0.0	0.1468
2021-10-26	4483203.0	379078.0	95245.0	2703.0	48.8	42.86	29.61	20.37	-0.00737	0.0	0.19978	0.0
2021-10-27	4506415.0	380949.0	95359.0	2708.0	48.78	42.86	29.58	20.37	0.0	0.00622	0.0	0.14958
2021-10-27	4506415.0	380949.0	95359.0	2708.0	48.78	42.86	29.58	20.37	-0.00115	0.0	0.19942	0.0
2021-10-28	4534452.0	382796.0	95485.0	2709.0	49.96	42.86	31.43	20.37	0.0	0.02772	0.0	0.13705
2021-10-28	4534452.0	382796.0	95485.0	2709.0	49.96	42.86	31.43	20.37	0.02955	0.0	0.17831	0.0
2021-10-29	4559120.0	384580.0	95606.0	2709.0	49.95	42.86	31.41	20.37	0.0	0.02108	0.0	0.12993
2021-10-29	4559120.0	384580.0	95606.0	2709.0	49.95	42.86	31.41	20.37	0.03212	0.0	0.1751	0.0
2021-10-30	4559120.0	386251.0	95606.0	2713.0	49.95	42.86	31.4	20.37	0.0	0.09719	0.0	0.18248
2021-10-30	4559120.0	386251.0	95606.0	2713.0	49.95	42.86	31.4	20.37	0.04424	0.0	0.22663	0.0
2021-10-31	4559120.0	387783.0	95606.0	2714.0	49.95	42.86	31.4	20.37	0.0	0.09399	0.0	0.20868
2021-10-31	4559120.0	387783.0	95606.0	2714.0	49.95	42.86	31.4	20.37	0.13312	0.0	0.33098	0.0
2021-11-01	4607208.0	389240.0	95752.0	2716.0	49.94	42.86	31.39	20.37	0.0	0.02327	0.0	0.15007
2021-11-01	4607208.0	389240.0	95752.0	2716.0	49.94	42.86	31.39	20.37	0.04211	0.0	0.18131	0.0
2021-11-02	4618021.0	391221.0	95833.0	2716.0	49.93	40.48	31.37	20.37	0.03596	0.0	0.17794	0.0
2021-11-02	4618021.0	391221.0	95833.0	2716.0	49.93	40.48	31.37	20.37	0.0	0.02926	0.0	0.1428
2021-11-03	4638419.0	393199.0	96027.0	2717.0	49.91	39.15	31.34	18.31	0.0	0.02555	0.0	0.1412
2021-11-03	4638419.0	393199.0	96027.0	2717.0	49.91	39.15	31.34	18.31	0.01629	0.0	0.18542	0.0
2021-11-04	4672368.0	395797.0	96192.0	2722.0	49.89	39.15	31.31	18.31	-0.00564	0.0	0.19055	0.0
2021-11-04	4672368.0	395797.0	96192.0	2722.0	49.89	39.15	31.31	18.31	0.0	0.01103	0.0	0.14195
2021-11-05	4709488.0	398048.0	96346.0	2725.0	49.88	39.15	31.29	18.31	0.0	-0.01576	0.0	0.13788
2021-11-05	4709488.0	398048.0	96346.0	2725.0	49.88	39.15	31.29	18.31	-0.00449	0.0	0.18015	0.0
2021-11-06	4709488.0	400145.0	96346.0	2735.0	49.87	39.15	31.29	18.31	0.0	0.04092	0.0	0.19961
